datetime,IHUALIEN3 Temperature,IHUALIEN3 Dew Point,IHUALIEN3 Humidity,IHUALIEN3 Wind,IHUALIEN3 Speed,IHUALIEN3 Gust,IHUALIEN3 Pressure,IHUALIEN3 Precip. Rate.,IHUALIEN3 Precip. Accum.,IHUALIEN3 UV,IHUALIEN3 Solar
2024-01-01 13:10:00,18.55,15.3,81.5,213.75,0.2,0.4,1013.765,0.0,0.0,1.0,50.55
2024-01-01 13:20:00,18.4,15.1,81.0,168.75,0.65,1.75,1013.55,0.0,0.0,1.0,47.900000000000006
2024-01-01 13:30:00,18.3,15.2,82.0,326.25,0.0,0.0,1013.565,0.0,0.0,1.0,41.8
2024-01-01 13:40:00,18.2,15.1,82.0,202.5,0.0,0.3,1013.55,0.0,0.0,1.0,34.45
2024-01-01 13:50:00,18.05,15.2,83.0,146.25,0.0,0.35,1013.55,0.0,0.0,1.0,27.45
2024-01-01 14:00:00,17.95,15.1,83.5,292.5,0.4,1.35,1013.55,0.0,0.0,1.0,30.5
2024-01-01 14:10:00,17.75,15.05,84.0,281.25,0.15,0.7,1013.415,0.0,0.0,1.0,34.25
2024-01-01 14:20:00,17.6,15.0,84.0,303.75,0.0,0.25,1013.4449999999999,0.0,0.0,1.0,37.7
2024-01-01 14:30:00,17.6,14.649999999999999,83.0,315.0,0.55,1.8,1013.38,0.0,0.0,1.0,42.650000000000006
2024-01-01 14:40:00,17.65,14.7,83.0,315.0,0.0,0.0,1013.21,0.0,0.0,1.0,42.0
2024-01-01 14:50:00,17.75,14.65,82.5,315.0,0.0,0.0,1013.21,0.0,0.0,1.0,42.8
2024-01-01 15:00:00,17.9,14.95,83.0,270.0,0.0,0.15,1013.04,0.0,0.0,1.0,40.7
2024-01-01 15:10:00,17.9,14.95,83.0,292.5,0.05,0.1,1013.21,0.0,0.0,1.0,34.7
2024-01-01 15:20:00,17.95,14.9,82.5,258.75,0.0,0.1,1013.21,0.0,0.0,1.0,31.65
2024-01-01 15:30:00,18.0,14.649999999999999,81.0,281.25,0.0,0.0,1013.21,0.0,0.0,0.0,27.2
2024-01-01 15:40:00,18.05,14.85,81.5,258.75,0.0,0.0,1013.225,0.0,0.0,0.0,23.0
2024-01-01 15:50:00,18.05,15.2,83.0,202.5,0.0,0.0,1013.55,0.0,0.0,0.0,20.1
2024-01-01 16:00:00,18.0,15.350000000000001,84.5,213.75,0.0,0.0,1013.55,0.0,0.0,0.0,15.05
2024-01-01 16:10:00,17.85,15.25,84.5,191.25,0.0,0.0,1013.55,0.0,0.0,0.0,7.65
2024-01-01 16:20:00,17.75,15.1,84.5,292.5,0.0,0.0,1013.765,0.0,0.0,0.0,3.65
2024-01-01 16:30:00,17.65,15.3,86.0,315.0,0.0,0.1,1013.88,0.0,0.0,0.0,0.85
2024-01-01 16:40:00,17.55,15.3,86.5,326.25,0.2,0.9,1014.0699999999999,0.0,0.0,0.0,0.1
2024-01-01 16:50:00,17.299999999999997,15.1,87.0,168.75,0.0,0.0,1014.22,0.0,0.0,0.0,0.0
2024-01-01 17:00:00,17.15,14.850000000000001,87.0,326.25,0.05,0.30000000000000004,1014.22,0.0,0.0,0.0,0.0
2024-01-01 17:10:00,16.95,14.8,87.0,315.0,0.0,0.0,1014.22,0.0,0.0,0.0,0.0
2024-01-01 17:20:00,16.8,14.4,85.5,337.5,0.6,2.5999999999999996,1014.56,0.0,0.0,0.0,0.0
2024-01-01 17:30:00,16.8,14.25,84.5,337.5,0.45,2.6,1014.56,0.0,0.0,0.0,0.0
2024-01-01 17:40:00,16.95,14.25,84.0,33.75,0.15,0.6,1014.56,0.0,0.0,0.0,0.0
2024-01-01 17:50:00,17.1,14.65,85.5,236.25,0.0,0.0,1014.56,0.0,0.0,0.0,0.0
2024-01-01 18:00:00,17.1,15.05,87.5,180.0,0.0,0.0,1014.595,0.0,0.0,0.0,0.0
2024-01-01 18:10:00,16.95,15.149999999999999,89.0,225.0,0.0,0.0,1014.56,0.0,0.0,0.0,0.0
2024-01-01 18:20:00,16.75,14.95,89.0,303.75,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 18:30:00,16.65,14.8,89.0,146.25,0.0,0.0,1014.78,0.0,0.0,0.0,0.0
2024-01-01 18:40:00,16.6,14.649999999999999,88.5,123.75,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 18:50:00,16.6,14.8,89.0,180.0,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 19:00:00,16.6,14.850000000000001,89.5,191.25,0.0,0.0,1015.0699999999999,0.0,0.0,0.0,0.0
2024-01-01 19:10:00,16.6,15.0,90.0,135.0,0.0,0.0,1015.0699999999999,0.0,0.0,0.0,0.0
2024-01-01 19:20:00,16.6,15.1,91.0,168.75,0.0,0.0,1015.0699999999999,0.0,0.0,0.0,0.0
2024-01-01 19:30:00,16.6,15.1,91.0,236.25,0.0,0.0,1014.97,0.0,0.0,0.0,0.0
2024-01-01 19:40:00,16.5,15.0,91.0,157.5,0.0,0.0,1014.95,0.0,0.0,0.0,0.0
2024-01-01 19:50:00,16.5,15.0,91.0,135.0,0.0,0.0,1015.0699999999999,0.0,0.0,0.0,0.0
2024-01-01 20:00:00,16.45,15.1,92.0,112.5,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 20:10:00,16.4,15.1,92.0,135.0,0.0,0.0,1014.93,0.0,0.0,0.0,0.0
2024-01-01 20:20:00,16.4,15.1,92.0,168.75,0.0,0.0,1014.95,0.0,0.0,0.0,0.0
2024-01-01 20:30:00,16.3,15.05,92.0,270.0,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 20:40:00,16.25,14.95,92.0,180.0,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 20:50:00,16.2,14.9,92.0,146.25,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 21:00:00,16.2,14.9,92.0,168.75,0.0,0.0,1014.78,0.0,0.0,0.0,0.0
2024-01-01 21:10:00,16.2,14.9,92.0,202.5,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 21:20:00,16.15,14.850000000000001,92.0,157.5,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 21:30:00,16.1,14.95,93.0,213.75,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 21:40:00,16.0,14.9,93.0,258.75,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 21:50:00,16.0,14.9,93.0,146.25,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 22:00:00,16.0,14.9,93.0,90.0,0.0,0.0,1014.73,0.0,0.0,0.0,0.0
2024-01-01 22:10:00,16.0,14.9,93.0,213.75,0.0,0.0,1014.9,0.0,0.0,0.0,0.0
2024-01-01 22:20:00,16.0,14.9,93.0,258.75,0.0,0.0,1014.73,0.0,0.0,0.0,0.0
2024-01-01 22:30:00,15.9,14.8,93.0,202.5,0.0,0.0,1014.8,0.0,0.0,0.0,0.0
2024-01-01 22:40:00,15.8,14.6,92.5,202.5,0.0,0.0,1014.73,0.0,0.0,0.0,0.0
2024-01-01 22:50:00,15.8,14.5,92.0,281.25,0.0,0.0,1014.615,0.0,0.0,0.0,0.0
2024-01-01 23:00:00,15.850000000000001,14.75,93.0,146.25,0.0,0.0,1014.56,0.0,0.0,0.0,0.0
2024-01-01 23:10:00,15.9,14.850000000000001,93.5,315.0,0.0,0.0,1014.39,0.0,0.0,0.0,0.0
2024-01-01 23:20:00,15.9,15.0,94.0,270.0,0.0,0.0,1014.22,0.0,0.0,0.0,0.0
2024-01-01 23:30:00,15.9,15.0,94.0,225.0,0.0,0.0,1014.22,0.0,0.0,0.0,0.0
2024-01-01 23:40:00,15.8,14.9,94.0,236.25,0.0,0.0,1014.22,0.0,0.0,0.0,0.0
2024-01-01 23:50:00,15.8,14.9,94.0,315.0,0.0,0.0,1013.95,0.0,0.0,0.0,0.0
2024-01-02 00:00:00,15.8,14.95,94.5,303.75,0.0,0.0,1014.05,0.0,0.0,0.0,0.0
2024-01-02 00:10:00,15.8,15.0,95.0,168.75,0.0,0.0,1013.935,0.0,0.0,0.0,0.0
2024-01-02 00:20:00,15.75,14.95,95.0,180.0,0.0,0.0,1014.05,0.0,0.0,0.0,0.0
2024-01-02 00:30:00,15.7,14.9,95.0,315.0,0.0,0.0,1013.88,0.0,0.0,0.0,0.0
2024-01-02 00:40:00,15.7,14.9,95.0,247.5,0.0,0.0,1013.88,0.0,0.0,0.0,0.0
2024-01-02 00:50:00,15.6,14.8,95.0,258.75,0.0,0.0,1013.745,0.0,0.0,0.0,0.0
2024-01-02 01:00:00,15.6,14.8,95.0,303.75,0.0,0.0,1013.73,0.0,0.0,0.0,0.0
2024-01-02 01:10:00,15.5,14.6,94.0,202.5,0.0,0.0,1013.565,0.0,0.0,0.0,0.0
2024-01-02 01:20:00,15.5,14.6,94.0,168.75,0.0,0.0,1013.38,0.0,0.0,0.0,0.0
2024-01-02 01:30:00,15.55,14.649999999999999,94.0,292.5,0.0,0.0,1013.21,0.0,0.0,0.0,0.0
2024-01-02 01:40:00,15.6,14.7,94.0,236.25,0.0,0.0,1013.245,0.0,0.0,0.0,0.0
2024-01-02 01:50:00,15.649999999999999,14.7,94.0,303.75,0.0,0.0,1013.21,0.0,0.0,0.0,0.0
2024-01-02 02:00:00,15.7,14.8,94.0,247.5,0.0,0.0,1013.21,0.0,0.0,0.0,0.0
2024-01-02 02:10:00,15.6,14.7,94.0,247.5,0.0,0.0,1013.075,0.0,0.0,0.0,0.0
2024-01-02 02:20:00,15.6,14.7,94.0,168.75,0.0,0.0,1013.0550000000001,0.0,0.0,0.0,0.0
2024-01-02 02:30:00,15.6,14.7,94.0,315.0,0.0,0.0,1012.87,0.0,0.0,0.0,0.0
2024-01-02 02:40:00,15.6,14.7,94.0,202.5,0.0,0.0,1012.87,0.0,0.0,0.0,0.0
2024-01-02 02:50:00,15.6,14.7,94.0,270.0,0.0,0.0,1012.7,0.0,0.0,0.0,0.0
2024-01-02 03:00:00,15.6,14.8,95.0,146.25,0.0,0.0,1012.7,0.0,0.0,0.0,0.0
2024-01-02 03:10:00,15.6,14.8,95.0,135.0,0.0,0.0,1012.53,0.0,0.0,0.0,0.0
2024-01-02 03:20:00,15.6,14.8,95.0,270.0,0.0,0.0,1012.53,0.0,0.0,0.0,0.0
2024-01-02 03:30:00,15.5,14.649999999999999,94.5,303.75,0.0,0.0,1012.28,0.0,0.0,0.0,0.0
2024-01-02 03:40:00,15.45,14.649999999999999,95.0,247.5,0.0,0.0,1012.19,0.0,0.0,0.0,0.0
2024-01-02 03:50:00,15.350000000000001,14.55,95.0,236.25,0.0,0.0,1012.19,0.0,0.0,0.0,0.0
2024-01-02 04:00:00,15.2,14.350000000000001,95.0,213.75,0.0,0.0,1012.19,0.0,0.0,0.0,0.0
2024-01-02 04:10:00,15.05,14.3,95.5,292.5,0.0,0.0,1012.07,0.0,0.0,0.0,0.0
2024-01-02 04:20:00,14.8,14.25,96.0,303.75,0.0,0.0,1011.985,0.0,0.0,0.0,0.0
2024-01-02 04:30:00,14.6,13.95,96.0,303.75,0.0,0.0,1012.19,0.0,0.0,0.0,0.0
2024-01-02 04:40:00,14.350000000000001,13.75,96.0,326.25,0.0,0.0,1011.9549999999999,0.0,0.0,0.0,0.0
2024-01-02 04:50:00,14.149999999999999,13.55,96.0,236.25,0.0,0.0,1012.04,0.0,0.0,0.0,0.0
2024-01-02 05:00:00,13.95,13.350000000000001,96.0,258.75,0.0,0.0,1012.07,0.0,0.0,0.0,0.0
2024-01-02 05:10:00,13.75,13.25,97.0,303.75,0.0,0.0,1012.19,0.0,0.0,0.0,0.0
2024-01-02 05:20:00,13.6,13.1,97.0,258.75,0.0,0.0,1012.19,0.0,0.0,0.0,0.0
2024-01-02 05:30:00,13.5,13.0,97.0,168.75,0.0,0.0,1012.225,0.0,0.0,0.0,0.0
2024-01-02 05:40:00,13.350000000000001,12.9,97.0,303.75,0.0,0.0,1012.38,0.0,0.0,0.0,0.0
2024-01-02 05:50:00,13.25,12.850000000000001,97.0,292.5,0.0,0.0,1012.53,0.0,0.0,0.0,0.0
2024-01-02 06:00:00,13.149999999999999,12.75,97.0,315.0,0.0,0.0,1012.53,0.0,0.0,0.0,0.0
2024-01-02 06:10:00,13.05,12.649999999999999,97.0,258.75,0.0,0.0,1012.87,0.0,0.0,0.0,0.0
2024-01-02 06:20:00,12.9,12.5,97.0,146.25,0.0,0.0,1012.7,0.0,0.0,0.0,0.0
2024-01-02 06:30:00,12.8,12.45,97.5,303.75,0.0,0.0,1012.87,0.0,0.0,0.0,0.7
2024-01-02 06:40:00,12.8,12.4,97.0,202.5,0.0,0.0,1012.87,0.0,0.0,0.0,7.45
2024-01-02 06:50:00,12.8,12.45,97.5,213.75,0.0,0.0,1012.87,0.0,0.0,0.0,19.700000000000003
2024-01-02 07:00:00,12.850000000000001,12.45,97.0,326.25,0.0,0.0,1012.87,0.0,0.0,0.5,33.349999999999994
2024-01-02 07:10:00,12.95,12.55,97.0,67.5,0.0,0.0,1012.9200000000001,0.0,0.0,1.0,49.15
2024-01-02 07:20:00,13.2,12.75,97.0,247.5,0.0,0.0,1012.9200000000001,0.0,0.0,1.0,55.400000000000006
2024-01-02 07:30:00,13.6,13.05,96.5,236.25,0.0,0.0,1013.21,0.0,0.0,1.0,66.6
2024-01-02 07:40:00,14.2,13.45,95.5,180.0,0.0,0.0,1013.21,0.0,0.0,1.0,77.3
2024-01-02 07:50:00,15.100000000000001,13.25,88.5,236.25,0.0,0.0,1013.21,0.0,0.0,1.0,85.65
2024-01-02 08:00:00,16.5,13.0,80.0,258.75,0.0,0.0,1013.21,0.0,0.0,1.0,94.4
2024-01-02 08:10:00,17.6,14.3,81.5,202.5,0.0,0.0,1013.09,0.0,0.0,1.0,102.1
2024-01-02 08:20:00,18.35,14.7,79.0,146.25,0.0,0.0,1012.95,0.0,0.0,1.0,108.45
2024-01-02 08:30:00,18.75,14.75,78.0,202.5,0.2,1.15,1013.21,0.0,0.0,1.5,115.55
2024-01-02 08:40:00,19.1,15.25,78.5,247.5,0.25,1.5,1013.21,0.0,0.0,2.0,127.55000000000001
2024-01-02 08:50:00,19.25,15.1,77.0,247.5,0.0,0.4,1013.225,0.0,0.0,2.0,144.05
2024-01-02 09:00:00,19.3,14.9,75.5,281.25,0.0,0.0,1013.225,0.0,0.0,2.0,163.5
2024-01-02 09:10:00,19.65,14.5,72.5,202.5,0.1,0.7999999999999999,1013.21,0.0,0.0,2.0,185.25
2024-01-02 09:20:00,20.200000000000003,14.8,71.0,157.5,0.5,2.35,1013.21,0.0,0.0,2.0,204.15
2024-01-02 09:30:00,20.6,15.1,71.0,213.75,0.0,0.15,1013.21,0.0,0.0,2.0,228.3
2024-01-02 09:40:00,21.05,15.2,69.5,135.0,0.05,0.7,1012.905,0.0,0.0,2.0,252.3
2024-01-02 09:50:00,21.450000000000003,15.3,68.0,213.75,0.1,0.75,1012.87,0.0,0.0,2.5,276.2
2024-01-02 10:00:00,21.85,15.55,67.5,123.75,0.7,2.2,1012.87,0.0,0.0,3.0,302.3
2024-01-02 10:10:00,22.0,15.6,67.0,135.0,0.15,0.85,1012.53,0.0,0.0,3.0,326.35
2024-01-02 10:20:00,22.15,15.350000000000001,65.5,225.0,0.0,0.15,1012.53,0.0,0.0,3.0,350.9
2024-01-02 10:30:00,22.4,15.25,63.5,281.25,0.0,0.0,1012.19,0.0,0.0,3.0,379.55
2024-01-02 10:40:00,22.950000000000003,15.100000000000001,61.5,292.5,0.0,0.25,1012.04,0.0,0.0,3.0,410.4
2024-01-02 10:50:00,23.4,15.100000000000001,59.5,168.75,0.0,0.0,1011.87,0.0,0.0,3.0,438.6
2024-01-02 11:00:00,23.7,15.8,61.0,135.0,0.85,2.4499999999999997,1011.85,0.0,0.0,3.0,460.25
2024-01-02 11:10:00,23.8,15.7,60.0,146.25,0.0,0.55,1011.6800000000001,0.0,0.0,3.0,481.35
2024-01-02 11:20:00,23.55,15.75,61.5,168.75,0.15,0.85,1011.51,0.0,0.0,3.0,506.65
2024-01-02 11:30:00,23.5,15.3,59.5,78.75,0.15000000000000002,1.6,1011.18,0.0,0.0,3.0,515.35
2024-01-02 11:40:00,23.55,15.45,60.0,112.5,0.5,2.3,1010.905,0.0,0.0,4.0,539.75
2024-01-02 11:50:00,23.7,15.55,60.0,90.0,0.0,0.44999999999999996,1010.705,0.0,0.0,4.0,527.15
2024-01-02 12:00:00,23.8,15.2,59.0,202.5,0.0,0.1,1010.365,0.0,0.0,4.0,544.5
2024-01-02 12:10:00,24.05,15.55,59.0,157.5,0.05,1.05,1010.16,0.0,0.0,3.5,553.3
2024-01-02 12:20:00,24.299999999999997,15.350000000000001,57.5,180.0,0.55,1.9000000000000001,1010.16,0.0,0.0,3.5,611.3
2024-01-02 12:30:00,24.75,15.45,56.0,157.5,0.2,0.75,1009.82,0.0,0.0,4.0,632.6
2024-01-02 12:40:00,24.8,16.85,61.5,33.75,0.5,2.35,1009.6500000000001,0.0,0.0,3.0,444.6
2024-01-02 12:50:00,24.549999999999997,17.1,63.5,45.0,0.65,2.8,1009.345,0.0,0.0,2.5,386.9
2024-01-02 13:00:00,23.9,16.85,65.0,56.25,0.25,1.2,1009.48,0.0,0.0,2.0,195.0
2024-01-02 13:10:00,23.299999999999997,16.35,65.0,45.0,0.2,0.9,1009.14,0.0,0.0,2.0,214.75
2024-01-02 13:20:00,23.15,16.15,65.0,202.5,0.25,1.0,1009.14,0.0,0.0,2.0,301.65
2024-01-02 13:30:00,23.1,16.35,65.5,56.25,0.35,2.2,1009.14,0.0,0.0,2.0,171.10000000000002
2024-01-02 13:40:00,22.95,16.55,67.0,56.25,1.4000000000000001,4.95,1009.005,0.0,0.0,2.0,167.35000000000002
2024-01-02 13:50:00,22.75,16.7,68.5,78.75,0.65,2.9,1008.99,0.0,0.0,2.0,154.05
